Sample_ID_IfH,Organism_Code,tobramycin,nitrofurantoin,cefoxitin,cefuroxime,ciprofloxacin,cefazolin,ceftazidime,ampicillin/sulbactam,ceftriaxone,levofloxacin,aztreonam,piperacillin/tazobactam,tetracycline,gentamicin,imipenem,meropenem,amikacin,cefepime,trimethoprim/sulfamethoxazole,ampicillin,amoxicillin/clavulanic acid,ertapenem,chloramphenicol,polymyxin B,cefotaxime,tigecycline,fosfomycin,cephalexin,norfloxacin,ticarcillin/clavulanic acid,trimethoprim,colistin
573.14117,EKP,<=2,>64,<=4,>16,2,>16,8,>16/8,>32,<=1,>16,>64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13512,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13483,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,>8,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14371,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,8,4,>32,>16,>2/38,>16,,,,,,,,,,,,
573.13488,EKP,8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,32/4,4,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13593,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,<=8,16,>2/38,>16,,,,,,,,,,,,
573.14088,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.1425,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,4,>8,8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.13983,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13569,EKP,<=2,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13116,EKP,8,,8,>16,>2,>16,>16,>16/8,>32,>4,16,16/4,>8,<=2,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.13357,EKP,>8,>64,16,>16,>2,>16,>16,>16/8,>32,4,>16,32/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13383,EKP,<=2,64,<=4,>16,2,>16,>16,16/8,>32,<=1,16,4/4,<=2,<=2,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.14176,EKP,4,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.12941,EKP,1,64,<=4,<=4,<=0.5,<=1,<=0.5,4/2,<=0.5,<=1,<=1,<=2/4,2,1,2,<=0.125,<=4,<=0.5,<=0.5/9.5,16,,,,,,,,,,,,
573.13058,EKP,8,,8,16,2,>16,>16,8/4,4,<=1,>16,8/4,<=2,8,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.13031,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,<=1,>16,32/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.1353,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,2,4,16,<=1,>2/38,>16,,,,,,,,,,,,
573.13194,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,16,>64/4,4,>8,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.13798,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13243,EKP,8,,>16,>16,>2,>16,>16,16/8,8,>4,>16,16/4,>8,8,<=1,<=1,<=8,2,<=0.5/9,>16,,,,,,,,,,,,
573.14522,EKP,8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13189,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.14178,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,8,>8,<=1,>32,>16,>2/38,>16,,,,,,,,,,,,
573.13217,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,8,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13954,EKP,<=2,,,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,4,<=2,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13741,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,4,<=8,16,<=0.5/9,>16,,,,,,,,,,,,
573.14008,EKP,<=2,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,<=2,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13146,EKP,<=2,<=16,<=4,>16,1,>16,>16,8/4,32,<=1,>16,4/4,<=2,<=2,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14248,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13355,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14048,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,2,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14367,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,64/4,>8,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14023,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,>8,32,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14382,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,8,8,32,>16,>2/38,>16,,,,,,,,,,,,
573.12893,EKP,8,,8,,>2,>32,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=0.25,<=0.125,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.13851,EKP,>8,,16,>16,>2,>16,>16,>16/8,32,>4,>16,>64/4,4,<=2,<=1,<=1,<=8,8,2/38,>16,,,,,,,,,,,,
573.12974,EKP,8,64,<=4,,2,>32,>16,>16/8,>32,<=1,>16,16/4,>8,1,0.5,<=0.125,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.13185,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.1388,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,4,16/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.12946,EKP,1,64,<=4,<=4,<=0.5,<=1,<=0.5,8/4,<=0.5,<=1,<=1,4/4,<=1,1,<=0.25,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.14137,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,4,4,>8,>8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.13364,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,2,8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14399,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,,>2/38,>16,,,,,,,,,,,,
573.13674,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14526,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,>8,8,>8,<=8,4,>2/38,>16,,,,,,,,,,,,
573.14065,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13079,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,4,32,>16,>2/38,>16,,,,,,,,,,,,
573.14206,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,16,<=1,>2/38,>16,,,,,,,,,,,,
573.14034,EKP,8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13963,EKP,8,,,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,,>2/38,>16,,,,,,,,,,,,
573.13914,EKP,<=2,>64,<=4,>16,>2,>16,8,16/8,>32,2,>16,4/4,<=2,<=2,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.12927,EKP,1,64,<=4,<=4,<=0.5,2,<=0.5,8/4,<=0.5,<=1,<=1,4/4,>8,1,<=0.25,<=0.125,<=4,<=0.5,<=0.5/9.5,16,,,,,,,,,,,,
573.14081,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,4,<=1,>8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.13833,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,<=1,16,16/4,>8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13068,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,>8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.14098,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,8,>8,16,,>2/38,>16,,,,,,,,,,,,
573.12864,EKP,>8,>64,>16,,>2,>32,>16,>16/8,>32,>4,>16,>64/4,8,8,>8,>8,<=4,,<=0.5/9.5,>16,,,,,,,,,,,,
573.14517,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13028,EKP,8,>64,<=4,,>2,>32,>16,>16/8,>32,>4,>16,>64/4,2,>8,<=0.25,<=0.125,<=4,>16,<=0.5/9.5,>16,,,,,,,,,,,,
573.14542,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13629,EKP,>8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,<=1,<=1,32,>16,>2/38,>16,,,,,,,,,,,,
573.13704,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,8,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13032,EKP,>8,<=16,<=4,>16,2,>16,16,>16/8,>32,<=1,>16,64/4,>8,>8,<=1,<=1,<=8,,>2/38,>16,,,,,,,,,,,,
573.13316,EKP,8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,>8,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13575,EKP,4,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,4,>64/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14424,EKP,8,64,<=4,>16,>2,>16,16,>16/8,>32,>4,>16,16/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13899,EKP,<=2,64,<=4,>16,>2,>16,<=0.5,8/4,8,4,<=2,<=2/4,<=2,<=2,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13009,EKP,1,>64,>16,>16,<=0.5,8,<=0.5,8/4,<=0.5,<=1,<=1,16/4,>8,<=0.5,<=0.25,<=0.125,<=4,<=0.5,<=0.5/9.5,>16,,,,,,,,,,,,
573.13304,EKP,>8,64,<=4,>16,>2,>16,>16,>16/8,>32,<=1,>16,32/4,>8,>8,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13017,EKP,1,64,<=4,,<=0.5,>32,>16,>16/8,>32,<=1,16,8/4,>8,1,<=0.25,<=0.125,<=4,>16,>2/38,>16,,,,,,,,,,,,
573.14221,EKP,>8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,16,<=1,>2/38,>16,,,,,,,,,,,,
573.14062,EKP,<=2,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13568,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,<=1,>16,>64/4,>8,>8,<=1,<=1,16,>16,>2/38,>16,,,,,,,,,,,,
573.13764,EKP,<=2,64,<=4,16,2,>16,>16,>16/8,>32,<=1,>16,4/4,<=2,<=2,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.12931,EKP,>8,>64,8,,>2,>32,>16,>16/8,8,>4,>16,8/4,2,>8,<=0.25,<=0.125,<=4,1,<=0.5/9.5,>16,,,,,,,,,,,,
573.14243,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,16,>16,>2/38,>16,,,,,,,,,,,,
573.13594,EKP,<=2,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.12901,EKP,1,32,<=4,<=4,<=0.5,<=1,<=0.5,8/4,<=0.5,<=1,<=1,4/4,>8,<=0.5,<=0.25,<=0.125,<=4,<=0.5,<=0.5/9.5,16,,,,,,,,,,,,
573.13029,EKP,1,64,<=4,<=4,<=0.5,<=1,<=0.5,4/2,<=0.5,<=1,<=1,<=2/4,>8,<=0.5,<=0.25,<=0.125,<=4,<=0.5,>2/38,16,,,,,,,,,,,,
573.13332,EKP,>8,64,<=4,>16,2,>16,16,>16/8,>32,<=1,>16,16/4,>8,>8,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.14428,EKP,<=2,,16,>16,<=0.5,>16,16,>16/8,>32,<=1,16,>64/4,<=2,<=2,8,>8,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13309,EKP,8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,<=2,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13071,EKP,>8,>64,8,>16,>2,>16,>16,16/8,>32,>4,>16,16/4,4,<=2,<=1,<=1,16,8,>2/38,>16,,,,,,,,,,,,
573.14418,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,>8,>8,>8,>8,16,<=1,>2/38,>16,,,,,,,,,,,,
573.13193,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,8,8,32,16,>2/38,>16,,,,,,,,,,,,
573.14491,EKP,>8,>64,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,<=1,32,>16,>2/38,>16,,,,,,,,,,,,
573.1411,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,16,16,>2/38,>16,,,,,,,,,,,,
573.13853,EKP,<=2,32,<=4,<=4,<=0.5,>16,8,>16/8,<=2,<=1,<=2,>64/4,>8,<=2,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.13722,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,<=2,8,>8,<=8,,>2/38,>16,,,,,,,,,,,,
573.13861,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,4,8,4,>32,>16,>2/38,>16,,,,,,,,,,,,
573.1375,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,>32,>16,>2/38,>16,,,,,,,,,,,,
573.14229,EKP,<=2,32,>16,>16,<=0.5,>16,16,>16/8,>32,<=1,>16,>64/4,<=2,<=2,8,<=1,<=8,4,<=0.5/9,>16,,,,,,,,,,,,
573.13167,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,>32,8,>2/38,>16,,,,,,,,,,,,
573.13863,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13842,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,8,<=2,>8,>8,16,>16,>2/38,>16,,,,,,,,,,,,
573.13199,EKP,<=2,,8,>16,<=0.5,>16,>16,>16/8,16,<=1,>16,>64/4,<=2,<=2,<=1,<=1,<=8,4,<=0.5/9,>16,,,,,,,,,,,,
573.14242,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,8,>8,>8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.13605,EKP,8,32,16,>16,>2,>16,>16,16/8,4,>4,>16,32/4,>8,8,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.14043,EKP,<=2,>64,<=4,>16,2,>16,8,>16/8,>32,<=1,>16,64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13939,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,>8,32,>16,<=0.5/9.5,>16,,,,,,,,,,,,
573.14393,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13562,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13139,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,>8,>8,32,>16,>2/38,>16,,,,,,,,,,,,
573.13995,EKP,<=2,32,<=4,>16,<=0.5,>16,8,16/8,>32,<=1,>16,4/4,<=2,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.12879,EKP,>8,,<=4,,>2,>32,>16,16/8,32,>4,>16,8/4,>8,>8,<=0.25,<=0.125,<=4,1,>2/38,>16,,,,,,,,,,,,
573.14487,EKP,<=2,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,<=2,<=2,<=1,<=1,<=8,,<=0.5/9,>16,,,,,,,,,,,,
573.13969,EKP,8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,>8,<=2,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.13253,EKP,<=2,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,<=1,<=1,<=8,16,<=0.5/9,>16,,,,,,,,,,,,
573.14538,EKP,<=2,>64,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14451,EKP,>8,,8,>16,>2,>16,>16,>16/8,32,>4,>16,32/4,4,4,<=1,<=1,>32,4,>2/38,>16,,,,,,,,,,,,
573.13265,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.1393,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,8,>8,<=8,>16,1/19,>16,,,,,,,,,,,,
573.13045,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,<=2,>4,8,>64/4,4,4,<=1,<=1,32,<=1,>2/38,>16,,,,,,,,,,,,
573.13363,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,>8,2,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14183,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,,>64/4,>8,<=2,>8,>8,32,4,1/19,>16,,,,,,,,,,,,
573.13161,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,>8,8,32,16,>2/38,>16,,,,,,,,,,,,
573.13325,EKP,<=2,,>16,>16,<=0.5,>16,>16,>16/8,>32,<=1,>16,>64/4,<=2,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.14338,EKP,>8,,8,>16,2,>16,>16,16/8,32,2,>16,8/4,>8,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13563,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,4,4,32,>16,>2/38,>16,,,,,,,,,,,,
573.14304,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,4,>16,32/4,>8,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13334,EKP,<=2,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,4,16/4,4,<=2,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.13297,EKP,8,,16,16,>2,16,16,8/4,<=2,4,>16,8/4,8,8,<=1,<=1,<=8,<=1,<=0.5/9,>16,,,,,,,,,,,,
573.14124,EKP,8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,>8,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13275,EKP,<=2,>64,<=4,>16,1,>16,>16,>16/8,>32,<=1,>16,4/4,<=2,<=2,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.1378,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,>8,>8,<=1,<=1,<=8,<=1,1/19,>16,,,,,,,,,,,,
573.13607,EKP,<=2,64,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,4,<=2,<=1,<=1,<=8,,>2/38,>16,,,,,,,,,,,,
573.13535,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13407,EKP,8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,>8,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13856,EKP,>8,,8,>16,>2,>16,>16,16/8,32,>4,>16,64/4,4,>8,<=1,<=1,16,4,>2/38,>16,,,,,,,,,,,,
573.1359,EKP,>8,>64,<=4,>16,>2,>16,>16,>16/8,>32,>4,16,>64/4,4,>8,<=1,<=1,<=8,,>2/38,>16,,,,,,,,,,,,
573.14015,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,<=2,16/4,>8,<=2,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13453,EKP,>8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,<=2,<=1,<=1,32,>16,>2/38,>16,,,,,,,,,,,,
573.13138,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,>8,>8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.13651,EKP,<=2,,>16,>16,<=0.5,>16,8,>16/8,>32,<=1,>16,>64/4,4,<=2,4,4,<=8,,<=0.5/9,>16,,,,,,,,,,,,
573.14188,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,4,>64/4,4,>8,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14131,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,>8,<=2,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13507,EKP,>8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,<=2,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13809,EKP,>8,,,>16,>2,>16,>16,>16/8,>32,>4,>16,16/4,>8,>8,<=1,<=1,<=8,8,>2/38,>16,,,,,,,,,,,,
573.14155,EKP,8,,<=4,>16,>2,>16,>16,>16/8,>32,>4,<=2,>64/4,>8,<=2,<=1,<=1,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.13973,EKP,8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,>8,>8,>8,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.13359,EKP,<=2,64,<=4,>16,2,>16,>16,16/8,32,<=1,>16,8/4,<=2,<=2,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13248,EKP,8,>64,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,>8,<=1,<=1,<=8,>16,<=0.5/9,>16,,,,,,,,,,,,
573.13742,EKP,8,>64,16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,<=2,<=1,<=1,<=8,>16,>2/38,>16,,,,,,,,,,,,
573.14054,EKP,>8,,8,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,16,,>2/38,>16,,,,,,,,,,,,
573.14071,EKP,<=2,,<=4,>16,2,>16,>16,16/8,32,<=1,>16,16/4,<=2,<=2,<=1,<=1,<=8,4,>2/38,>16,,,,,,,,,,,,
573.13054,EKP,8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,>8,>8,<=1,<=1,<=8,16,1/19,>16,,,,,,,,,,,,
573.13224,EKP,<=2,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,<=2,<=2,>8,>8,<=8,<=1,>2/38,>16,,,,,,,,,,,,
573.14058,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,8,>8,>8,>32,>16,>2/38,>16,,,,,,,,,,,,
573.14477,EKP,>8,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,4,2,4,>32,16,>2/38,>16,,,,,,,,,,,,
573.14036,EKP,>8,>64,16,>16,>2,>16,>16,>16/8,>32,>4,>16,64/4,<=2,4,<=1,<=1,>32,8,>2/38,>16,,,,,,,,,,,,
573.14112,EKP,<=2,>64,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,8/4,>8,<=2,<=1,<=1,<=8,>16,2/38,>16,,,,,,,,,,,,
573.13205,EKP,>8,,>16,>16,>2,>16,>16,>16/8,>32,>4,>16,>64/4,4,8,8,4,>32,>16,>2/38,>16,,,,,,,,,,,,
573.14372,EKP,8,,8,>16,>2,>16,16,16/8,>32,>4,>16,4/4,4,<=2,<=1,<=1,<=8,16,>2/38,>16,,,,,,,,,,,,
573.12975,EKP,8,>64,8,,>2,>32,>16,>16/8,>32,>4,>16,8/4,8,>8,2,<=0.125,<=4,>16,>2/38,>16,,,,,,,,,,,,
